"","orf_name","quality","protogene","barflex_space","overexpression_relative_fitness","overexpression_competitive_fitness","expr_level","Length","percent_disorder","overlap","loss_fitness","no_helices_TMHMM","no_helices_PHOBIUS","GC","percent_phobius","percent_tmhmm","strain_goodalign","strained_conserved_orf","strain_pi"
"1749","YER113C","Uncharacterized","Established ORFs","yes","unchanged",0.361,1.69469775638492,2121,0.123229,0,0.994,10,9,0.376,0.30028328611898,0.316558073654391,1986,1916,0.00377521
"1750","YER114C","Verified","Established ORFs","no",NA,NA,1.34937100701529,3123,0.773077,0,1.0257,0,0,0.416,0,0.000105769230769231,1930,1871,0.00405178
"1751","YER115C","Verified","Established ORFs","yes","decreased",0.241,3.94224178401214,576,0.356021,0,1.0328,0,0,0.421,0,0.000157068062827225,1992,1974,0.00338669
"1752","YER116C","Verified","Established ORFs","yes","decreased",-0.072,2.27068154398104,825,0.770073,0,0.6105,0,0,0.431,0,0.000766423357664234,1998,1993,0.00363799
"1753","YER117W","Verified","Established ORFs","yes","unchanged",0.324,5.919286250394,885,0.240876,0,0.75,0,0,0.445,0,0.00116788321167883,1954,0,0.00263163
"1754","YER118C","Verified","Established ORFs","no",NA,NA,2.55769231951365,1104,0.490463,0,0.9992,4,4,0.398,0.215258855585831,0.230653950953678,2006,2000,0.00151433
"1755","YER119C","Verified","Established ORFs","no",NA,NA,1.46510554154418,1347,0.133929,0,1.0078,11,10,0.464,0.464285714285714,0.533950892857143,1998,1996,0.00262447
"1756","YER119C-A","Dubious","Emerging ORFs","no",NA,NA,-1.78379129957888,372,0.593496,1,0.8425,0,0,0.415,0,0,1980,78,0.00719492
"1757","YER120W","Verified","Established ORFs","no",NA,NA,3.27135441651333,735,0.487705,1,0.9587,1,1,0.458,0.069672131147541,0.0775409836065574,2008,2008,0.00176237
"1758","YER121W","Uncharacterized","Emerging ORFs","no",NA,NA,1.02388874247217,345,0.692982,0,1.022,0,0,0.404,0,0,2014,2014,0.00410337
"1759","YER122C","Verified","Established ORFs","yes","decreased",-0.648,3.40489055349977,1482,0.780933,0,0.922,0,0,0.385,0,6.08519269776876e-05,1998,1998,0.00309659
"1760","YER123W","Verified","Established ORFs","no",NA,-0.916,2.1774752819512,1575,0.486641,0,0.9147,0,0,0.369,0,0.000381679389312977,1988,1981,0.00204007
"1761","YER124C","Verified","Established ORFs","no",NA,NA,4.17253940980716,1722,0.284468,0,1.013,0,0,0.352,0,3.49040139616056e-05,1984,1970,0.00379046
"1762","YER125W","Verified","Established ORFs","yes","decreased",NA,1.72775413925214,2430,0.411619,0,0.695142857142857,0,0,0.411,0,4.94437577255871e-05,1998,1998,0.002379
"1763","YER126C","Verified","Established ORFs","yes","unchanged",-0.01,4.24963744662814,786,0.64751,0,0.874,0,0,0.401,0,0.000229885057471264,2020,2020,0.000650306
"1764","YER127W","Verified","Established ORFs","yes","unchanged",0.054,3.34603697048488,1074,0.876751,0,0.6938,0,0,0.421,0,0.000196078431372549,2004,2000,0.00304643
"1765","YER128W","Uncharacterized","Established ORFs","yes","decreased",NA,1.71505839429778,612,0.630542,0,1.012,0,0,0.399,0,0,2010,2008,0.00248673
"1766","YER129W","Verified","Established ORFs","yes","decreased",-1.879,1.72115816204451,3429,0.753065,0,1.0312,1,1,0.39,0.0192644483362522,0.0188441330998249,1264,1252,0.00425782
"1767","YER130C","Uncharacterized","Established ORFs","yes","decreased",0.144,2.82707690752385,1332,0.846501,0,1.0413,0,0,0.381,0,0,1976,1744,0.00477182
"1768","YER131W","Verified","Established ORFs","yes","decreased",-1.073,5.06464356626065,721,0.605042,0,0.8672,0,0,0.443,0,0,2020,2020,0.00126853
"1769","YER132C","Verified","Established ORFs","yes","decreased",-0.878,0.778407024510769,5262,0.642898,0,1.0035,0,0,0.393,0,0.000142612664004564,1946,1927,0.00485779
"1770","YER133W","Verified","Established ORFs","yes","decreased",-4.666,4.41552185380768,1464,0.128205,0,0.79335,0,0,0.359,0,9.61538461538462e-05,966,0,0.00205182
"1771","YER133W-A","Dubious","Emerging ORFs","no",NA,NA,-2.3538783873816,342,0.212389,1,NA,0,0,0.381,0,0.000265486725663717,1984,1929,0.00462843
"1772","YER134C","Uncharacterized","Established ORFs","yes","decreased",0.731,2.75302356674494,537,0.162921,1,1.0095,0,0,0.406,0,0,1980,1979,0.00295492
"1773","YER135C","Dubious","Emerging ORFs","yes","decreased",NA,-0.629233854816292,393,0.107692,0,1.0505,1,2,0.336,0.276923076923077,0.133153846153846,1774,1706,0.00270845
"1774","YER136W","Verified","Established ORFs","yes","decreased",-0.325,3.09661779132785,1356,0.192905,0,0.7084,0,0,0.379,0,0.0103991130820399,2000,2000,0.00156268
"1775","YER137C","Uncharacterized","Established ORFs","no",NA,NA,1.03992329231943,447,0.614865,1,1.0165,0,0,0.381,0,0.000608108108108108,1982,1978,0.00528337
"1776","YER137W-A","Dubious","Emerging ORFs","no",NA,NA,-2.48891467118554,306,0.287129,1,NA,0,0,0.35,0,0.0163366336633663,1960,1950,0.010893
"1777","YER138W-A","Uncharacterized","Established ORFs","yes","unchanged",NA,2.20783475644823,105,0.441176,0,NA,0,0,0.284,0,0,364,342,0.00588694
"1778","YER139C","Uncharacterized","Established ORFs","yes","unchanged",-0.096,2.49411413053891,681,0.327434,0,0.9365,0,0,0.366,0,0,2012,2012,0.00305681
"1779","YER140W","Uncharacterized","Established ORFs","yes","decreased",1.665,2.11661689527989,1671,0.260791,0,1.008,5,7,0.377,0.275179856115108,0.237661870503597,1988,1987,0.00244351
"1780","YER141W","Verified","Established ORFs","no",NA,NA,2.51608226725645,1461,0.222222,0,0.742,8,8,0.411,0.34156378600823,0.348148148148148,1986,1980,0.00308775
"1781","YER142C","Verified","Established ORFs","yes","decreased",-0.229,1.61083693334781,891,0.263514,0,0.969,0,0,0.364,0,0.000168918918918919,1872,1866,0.00267714
"1782","YER143W","Verified","Established ORFs","yes","unchanged",-1.132,2.27695954535507,1287,0.28972,0,0.9587,0,0,0.423,0,0,1988,1988,0.00331006
"1783","YER144C","Verified","Established ORFs","yes","unchanged",-0.03,0.996579563102958,2418,0.32795,0,0.9945,0,0,0.399,0,0.00119254658385093,1968,1968,0.00592188
"1784","YER145C","Verified","Established ORFs","yes","unchanged",NA,3.59275394201655,1215,0.220297,0,0.9675,7,7,0.45,0.403465346534653,0.38720297029703,1994,1990,0.00271114
"1785","YER145C-A","Dubious","Established ORFs","no",NA,NA,-1.34323487165944,438,0.365517,1,NA,0,0,0.455,0,0.00696551724137931,1236,1174,0.00817761
"1786","YER146W","Verified","Established ORFs","no",NA,NA,4.38301364741651,282,0.258065,1,NA,0,0,0.48,0,0,2004,2004,0.00491305
"1787","YER147C","Verified","Established ORFs","yes","decreased",0.021,2.17350093958251,1875,0.0945513,0,0.8247,0,0,0.463,0,6.41025641025641e-05,1616,1596,0.00415483
"1788","YER147C-A","Dubious","Emerging ORFs","no",NA,NA,-6.90775527898214,411,0.110294,1,NA,1,1,0.414,0.161764705882353,0.162720588235294,2018,2016,0.00122166
"1789","YER148W","Verified","Established ORFs","yes","decreased",0.829,4.08134375004485,723,0.341667,1,0.7327,0,0,0.4,0,0.00304166666666667,2016,2016,0.00262051
"1790","YER149C","Verified","Established ORFs","yes","decreased",-0.521,2.27798497612581,1263,0.790476,1,1.022,0,0,0.402,0,0,1998,1979,0.00328474
"1791","YER150W","Verified","Established ORFs","yes","unchanged",-0.499,1.20567136096152,447,0.905405,0,1.0225,0,0,0.466,0,0.0211486486486486,2000,1992,0.00524707
"1792","YER151C","Verified","Established ORFs","yes","decreased",NA,1.36889384643972,2739,0.619518,0,0.6798,0,0,0.399,0,2.19298245614035e-05,1946,1331,0.00484371
"1793","YER152C","Uncharacterized","Established ORFs","no",NA,0.538,2.69813453631483,1332,0.227991,1,1.014,0,0,0.503,0,0.00284424379232506,1968,1965,0.00518567
"1794","YER152W-A","Dubious","Emerging ORFs","no",NA,NA,-6.90775527898214,567,0.0425532,1,NA,0,0,0.514,0,0.00207446808510638,1984,1934,0.00711567
"1795","YER153C","Verified","Established ORFs","yes","decreased",-0.274,1.19331622413741,765,0.181102,1,0.8043,0,0,0.552,0,0.000905511811023622,1936,1934,0.00780182
"1796","YER154W","Verified","Established ORFs","yes","decreased",NA,1.66714062256239,1209,0.378109,0,0.531,1,5,0.467,0.228855721393035,0.176741293532338,1966,1966,0.00686589
"1797","YER155C","Verified","Established ORFs","no",NA,NA,1.4473894604797,6504,0.41209,0,0.823,0,0,0.36,0,9.22934933087217e-06,1952,1942,0.00433176
"1798","YER156C","Uncharacterized","Established ORFs","yes","decreased",NA,3.31218400200185,1017,0.239645,0,0.9335,0,0,0.449,0,0.000414201183431953,2002,1999,0.00372987
"1799","YER157W","Verified","Established ORFs","yes","unchanged",0.023,2.45881931502468,2406,0.297129,0,0.8087,0,0,0.361,0,0,1988,1984,0.00490835
"1800","YER158C","Uncharacterized","Established ORFs","yes","decreased",-1.429,0.451712359273484,1722,0.907504,0,1.0393,0,0,0.431,0,0,1446,1404,0.00609559
"1801","YER158W-A","Dubious","Emerging ORFs","no",NA,NA,-1.08175517160169,216,0.0985916,1,NA,1,2,0.418,0.52112676056338,0.314507042253521,2010,1793,0.00634244
"1802","YER159C","Verified","Established ORFs","no",NA,NA,2.81935302621567,429,0.535211,1,0.939,0,0,0.437,0,0.000352112676056338,2002,2002,0.00317233
"1803","YER161C","Verified","Established ORFs","no",NA,NA,2.21101789946856,1002,1,0,0.9193,0,0,0.411,0,0,1990,1990,0.00550451
"1804","YER162C","Verified","Established ORFs","no",NA,NA,1.37194185489549,2265,0.400531,0,0.7385,0,1,0.399,0.0251989389920424,0.00316976127320955,1958,1957,0.00462541
"1805","YER163C","Uncharacterized","Established ORFs","yes","unchanged",0.243,2.59024216513332,699,0.288793,0,1.004,0,0,0.454,0,0.00125,1964,1962,0.00620745
"1806","YER164W","Verified","Established ORFs","yes","decreased",NA,0.845438990902204,4407,0.518392,0,0.948,0,0,0.396,0,0,1858,1854,0.00335386
"1807","YER165C-A","Dubious","Emerging ORFs","no",NA,NA,-2.7333680090865,357,0.110169,1,NA,1,2,0.379,0.38135593220339,0.441949152542373,1982,1939,0.00335898
"1808","YER165W","Verified","Established ORFs","yes","decreased",0.726,3.2494826214611,1734,0.533795,0,0.5353,0,0,0.418,0,0.000814558058925477,1976,1972,0.00237549
"1809","YER166W","Verified","Established ORFs","no",NA,NA,1.04274715582671,4716,0.290261,1,1.038,9,10,0.393,0.127943984723106,0.134054742202419,1972,1963,0.00304036
"1810","YER167W","Verified","Established ORFs","yes","decreased",-3.215,2.09322116508821,2556,0.967098,0,0.992,0,0,0.404,0,0,1782,1763,0.00441486
"1811","YER168C","Verified","Established ORFs","yes","decreased",-0.558,2.72234750580303,1641,0.108059,0,0.842733333333333,0,0,0.379,0,7.32600732600733e-05,1970,1969,0.00362189
"1812","YER169W","Verified","Established ORFs","yes","decreased",-4.393,1.90300264804404,2391,0.623116,0,1.0165,0,0,0.407,0,0,1958,1957,0.00386516
"1813","YER170W","Verified","Established ORFs","yes","decreased",1.996,2.58859076106488,678,0.471111,0,1.0367,0,0,0.419,0,0.000533333333333333,544,13,0.00267221
"1814","YER171W","Verified","Established ORFs","yes","decreased",-0.297,2.06635630213118,2337,0.196658,0,0.61255,0,0,0.371,0,0.000179948586118252,1982,1982,0.00221359
"1815","YER172C","Verified","Established ORFs","no",NA,NA,0.877965617552487,6492,0.236708,0,0.6984,0,0,0.372,0,2.31160425335183e-05,1578,1281,0.00284268
"1816","YER173W","Verified","Established ORFs","no",NA,NA,1.94319217298826,1980,0.438543,1,0.9872,0,0,0.384,0,4.55235204855842e-05,1998,1997,0.00385448
"1817","YER174C","Verified","Established ORFs","yes","unchanged",NA,3.31680076502341,735,0.368852,0,1.0172,0,0,0.398,0,8.19672131147541e-05,2006,2006,0.00389177
"1818","YER175C","Verified","Established ORFs","yes","decreased",0.348,2.0690123461893,900,0.277592,0,1.0168,0,0,0.405,0,0,2010,2007,0.00310414
"1819","YER175W-A","Uncharacterized","Emerging ORFs","yes","decreased",0.198,0.631271776841858,165,0.166667,0,0.9385,0,0,0.309,0,0.0192592592592593,1834,1671,0.00515297
"1820","YER176W","Verified","Established ORFs","yes","decreased",NA,1.52649099161317,3366,0.439786,0,0.9995,0,0,0.395,0,0,1984,1974,0.00415198
"1821","YER177W","Verified","Established ORFs","yes","decreased",0.455,5.55267272207498,804,0.655431,0,0.8867,0,0,0.459,0,0,2014,2014,0.00362684
"1822","YER178W","Verified","Established ORFs","yes","unchanged",-0.029,3.13792603925717,1263,0.302381,0,0.8175,0,0,0.453,0,0.000714285714285714,2000,1999,0.00233703
"1823","YER179W","Verified","Established ORFs","yes","unchanged",0.599,-0.744440474947496,1097,0.266467,0,0.9968,0,0,0.398,0,8.98203592814371e-05,1996,0,0.00464685
"1824","YER180C","Verified","Established ORFs","yes","unchanged",-0.331,2.72974645918397,804,0.554307,0,1.0537,0,0,0.376,0,0,1986,1986,0.00680103
"1825","YER180C-A","Verified","Established ORFs","no",NA,NA,2.79965656052737,258,0.858824,0,0.997,0,0,0.416,0,0,2010,2009,0.00463214
"1826","YER181C","Dubious","Established ORFs","no",NA,NA,-2.18925640768704,324,0.0560748,0,1.001,2,2,0.33,0.420560747663551,0.430747663551402,1906,1856,0.00407668
"1827","YER182W","Uncharacterized","Established ORFs","yes","unchanged",-0.163,2.54270374851422,735,0.20082,0,1.0343,1,1,0.399,0.069672131147541,0.107704918032787,1998,1998,0.00426281
"1828","YER183C","Verified","Established ORFs","yes","unchanged",-0.472,3.36829533031956,636,0.279621,0,1.0215,0,0,0.408,0,4.739336492891e-05,2002,2002,0.0030136
"1829","YER184C","Uncharacterized","Established ORFs","yes","decreased",-0.306,0.800655388275231,2385,0.253149,0,1.0385,2,2,0.382,0.0478589420654912,0.0605037783375315,1892,1836,0.00621692
"1830","YER185W","Uncharacterized","Established ORFs","yes","unchanged",0.191,0.258510695151501,912,0.191419,0,1.0128,7,7,0.374,0.498349834983498,0.515940594059406,1956,1929,0.00610585
"1831","YER186C","Uncharacterized","Emerging ORFs","yes","unchanged",0.546,3.13701479838788,921,0.156863,0,1.0085,0,0,0.387,0,0.000490196078431373,958,546,0.0163291
"1832","YER187W","Uncharacterized","Established ORFs","yes","unchanged",1.386,0.697139201829483,426,0.361702,0,1.051,0,0,0.454,0,7.09219858156028e-05,948,937,0.0220852
"1833","YER188C-A","Uncharacterized","Emerging ORFs","yes","unchanged",1.232,-2.60369018577797,300,0.252525,0,0.9515,0,0,0.357,0,0.178282828282828,18,16,0.0259762
"1834","YER188W","Dubious","Emerging ORFs","no",NA,NA,1.12978790613656,720,0.138075,0,1.0015,0,0,0.441,0,0.0305857740585774,230,192,0.017111
"1835","YER189W","Uncharacterized","Emerging ORFs","yes","unchanged",NA,-6.90775527898214,369,0.352459,1,1.002,0,0,0.402,0,0.000245901639344262,70,70,0.00184753
"1836","YER190W","Verified","Established ORFs","no",NA,NA,-6.90775527898214,5046,0.298632,1,NA,0,0,0.458,0,0.000803093396787626,0,0,0.000163831
"1837","YFL001W","Verified","Established ORFs","yes","decreased",0.277,2.72372668048722,1329,0.201357,0,0.796,0,0,0.388,0,0.00101809954751131,1982,1979,0.00372062
"1838","YFL002C","Verified","Established ORFs","yes","decreased",-0.049,2.35745199443489,1821,0.255776,0,0.9945,0,0,0.38,0,0.00371287128712871,1998,1997,0.00397502
"1839","YFL003C","Verified","Established ORFs","yes","decreased",-1.038,-0.0987159729391577,2637,0.23918,0,0.996,0,0,0.356,0,0.00199316628701595,1960,1888,0.00340072
"1840","YFL004W","Verified","Established ORFs","yes","unchanged",-0.546,3.14048175744019,2487,0.422705,0,1.0103,3,3,0.373,0.0688405797101449,0.0745048309178744,1952,1949,0.00260755
"1841","YFL005W","Verified","Established ORFs","yes","unchanged",NA,4.42668924458007,648,0.24186,0,0.6804,0,0,0.406,0,0.000604651162790698,2016,2015,0.00127286
"1842","YFL007W","Verified","Established ORFs","yes","unchanged",-0.818,1.3042705256413,6432,0.186654,0,0.9685,0,2,0.381,0.0181987867475502,0.00747550163322445,1914,1903,0.00334332
"1843","YFL008W","Verified","Established ORFs","yes","unchanged",-1.308,1.44785971677805,3678,0.622041,0,0.79176,0,0,0.358,0,1.63265306122449e-05,1956,1953,0.00320426
"1844","YFL009W","Verified","Established ORFs","yes","decreased",-0.003,2.17917374807881,2340,0.350449,0,0.749466666666667,0,0,0.397,0,3.85109114249037e-05,1024,1019,0.00302007
"1845","YFL010C","Verified","Established ORFs","yes","unchanged",-0.235,3.28627275685425,636,0.763033,1,1.0228,0,0,0.502,0,0.0490995260663507,1882,1877,0.00388353
"1846","YFL010W-A","Verified","Emerging ORFs","yes","unchanged",0.148,-4.42284862919414,285,0.670213,1,0.977,0,0,0.426,0,0,1966,1863,0.00592157
"1847","YFL011W","Verified","Established ORFs","no",NA,NA,-1.12701176318981,1641,0.177656,0,1.0117,11,12,0.412,0.450549450549451,0.442362637362637,1928,1846,0.0067191
"1848","YFL012W","Uncharacterized","Emerging ORFs","yes","decreased",-0.716,-0.579818495252942,447,0.581081,0,1.0123,0,0,0.358,0,0,1996,1955,0.00572202
"1849","YFL012W-A","Dubious","Emerging ORFs","no",NA,NA,-1.71479842809193,375,0,1,NA,0,1,0.358,0.153225806451613,0.0374193548387097,1724,1429,0.00319079
"1850","YFL013C","Verified","Established ORFs","no",NA,NA,1.70292825552144,2079,0.569364,1,0.758,0,0,0.401,0,0.000476878612716763,1976,1975,0.00467748
"1851","YFL013W-A","Dubious","Emerging ORFs","no",NA,NA,-2.60369018577797,804,0.449438,1,0.853,0,3,0.427,0.250936329588015,0.17689138576779,554,302,0.00688618
"1852","YFL014W","Verified","Established ORFs","yes","unchanged",0.259,2.42063475976786,330,1,0,1.0125,0,0,0.486,0,0,1992,1992,0.00760785
"1853","YFL015C","Dubious","Emerging ORFs","yes","decreased",-0.302,-2.81341071676004,495,0.219512,1,1.028,2,2,0.472,0.23780487804878,0.284390243902439,316,135,0.00725446
"1854","YFL015W-A","Dubious","Emerging ORFs","no",NA,NA,-1.00512194558077,318,0.580952,1,NA,1,1,0.473,0.20952380952381,0.19047619047619,1840,1633,0.00891007
"1855","YFL016C","Verified","Established ORFs","yes","decreased",NA,2.49006001502879,1536,0.540117,0,NA,0,0,0.47,0,0.000293542074363992,1966,1965,0.00359924
"1856","YFL017C","Verified","Established ORFs","yes","decreased",0.654,3.44696711590634,480,0.113208,0,0.87815,0,0,0.421,0,0.000251572327044025,1962,1958,0.00795333
"1857","YFL017W-A","Verified","Established ORFs","yes","decreased",-0.286,2.72030809849771,234,0.298701,0,NA,0,0,0.42,0,0.00025974025974026,1982,1981,0.00549269
"1858","YFL018C","Verified","Established ORFs","yes","unchanged",-0.995,2.81259038037613,1500,0.142285,0,0.82125,0,0,0.423,0,0.00402805611222445,1966,1966,0.00535569
"1859","YFL019C","Dubious","Emerging ORFs","no",NA,NA,-1.50959257746438,354,0.153846,0,1.002,0,0,0.333,0,0.00606837606837607,1802,201,0.0209558
"1860","YFL020C","Verified","Established ORFs","yes","unchanged",2.034,-1.84516024595517,369,0.213115,0,0.9895,0,0,0.462,0,0.0945081967213115,1806,1795,0.00345574
"1861","YFL021C-A","Dubious","Emerging ORFs","no",NA,NA,-0.679244275390954,855,0.373239,1,NA,3,2,0.472,0.161971830985915,0.222535211267606,1474,714,0.0029747
"1862","YFL021W","Verified","Established ORFs","yes","unchanged",0.558,0.900567771408919,1533,0.798039,1,0.9817,0,1,0.461,0.0333333333333333,0.00856862745098039,1166,379,0.00422335
"1863","YFL022C","Verified","Established ORFs","yes","decreased",-0.654,3.01558391925659,1512,0.192843,0,0.6013,0,0,0.439,0,0,1982,1979,0.00315121
"1864","YFL023W","Verified","Established ORFs","yes","decreased",-0.856,1.78842056796254,2391,0.830402,0,0.72975,0,0,0.403,0,0,866,852,0.00655135
"1865","YFL024C","Verified","Established ORFs","no",NA,NA,1.25760835349185,2499,0.677885,0,1.002,0,0,0.381,0,0,656,645,0.00439539
"1866","YFL025C","Verified","Established ORFs","yes","decreased",-0.409,1.11185751541813,3090,0.137026,0,0.9263,8,11,0.369,0.222546161321672,0.185947521865889,1942,1925,0.00442035
"1867","YFL026W","Verified","Established ORFs","yes","decreased",0.372,4.76449602298773,1296,0.334107,0,NA,7,7,0.378,0.341067285382831,0.359025522041763,1972,1965,0.00578778
"1868","YFL027C","Verified","Established ORFs","yes","decreased",0.181,3.15516895781049,1494,0.211268,0,0.9843,0,1,0.376,0.0321931589537223,0.00187122736418511,1986,1982,0.00538632
"1869","YFL028C","Verified","Established ORFs","yes","unchanged",-0.286,3.37032571799507,870,0.138408,0,1.0168,0,0,0.396,0,0,2000,1997,0.0043346
"1870","YFL029C","Verified","Established ORFs","yes","unchanged",-0.535,2.01676794715178,1107,0.125,0,0.8694,0,0,0.416,0,5.43478260869565e-05,1952,1947,0.00402356
